Atualizado em: 2025-01-27
"Empresa_Aerea";"N_Voo";"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"AAL - AMERICAN AIRLINES, INC.";"7718";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7656";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"19";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7655";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"30";"0";"10";"0"
"AAL - AMERICAN AIRLINES, INC.";"7758";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"5";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7779";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SACO";"INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT(ARGENTINA)";"5";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7742";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7772";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"31";"0";"12,9";"3,23"
"AAL - AMERICAN AIRLINES, INC.";"7740";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"17";"0";"5,88";"2,94"
"AAL - AMERICAN AIRLINES, INC.";"7739";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"14";"0";"3,7";"3,7"
"AAL - AMERICAN AIRLINES, INC.";"7739";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7738";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"31";"0";"3,23";"3,23"
"AAL - AMERICAN AIRLINES, INC.";"7735";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"19";"0";"10,53";"5,26"
"AAL - AMERICAN AIRLINES, INC.";"7729";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"23";"0";"8,89";"2,22"
"AAL - AMERICAN AIRLINES, INC.";"7728";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"24";"0";"4,17";"0"
"AAL - AMERICAN AIRLINES, INC.";"7727";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SACO";"INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT(ARGENTINA)";"13";"0";"7,69";"0"
"AAL - AMERICAN AIRLINES, INC.";"7723";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"26";"0";"15,38";"3,85"
"AAL - AMERICAN AIRLINES, INC.";"7720";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"2";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7733";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"22";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7758";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"25";"4";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7681";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7731";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"3";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7703";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"29";"0";"20,69";"10,34"
"AAL - AMERICAN AIRLINES, INC.";"7717";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SAME";"GOVERNOR FRANCISCO GABRIELLI INTERNATIONAL AIRPORT (EL PLUMERILLO INT´L)(ARGENTINA)";"18";"0";"5,56";"0"
"AAL - AMERICAN AIRLINES, INC.";"7654";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"18";"0";"5,56";"0"
"AAL - AMERICAN AIRLINES, INC.";"7727";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"4";"0";"25";"25"
"AAL - AMERICAN AIRLINES, INC.";"7721";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"30";"0";"13,33";"10"
"AAL - AMERICAN AIRLINES, INC.";"7685";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"30";"0";"16,67";"6,67"
"AAL - AMERICAN AIRLINES, INC.";"7757";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"30";"0";"10";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7852";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"29,03";"3,23"
"AAL - AMERICAN AIRLINES, INC.";"7848";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"28";"0";"25";"3,57"
"AAL - AMERICAN AIRLINES, INC.";"7654";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"7";"0";"14,29";"14,29"
"AAL - AMERICAN AIRLINES, INC.";"7696";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"30";"0";"6,67";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"7689";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"31";"0";"6,45";"0"
"AAL - AMERICAN AIRLINES, INC.";"0906";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"12,9";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7662";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"11";"0";"9,09";"0"
"AAL - AMERICAN AIRLINES, INC.";"7710";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"30";"0";"20";"0"
"AAL - AMERICAN AIRLINES, INC.";"7651";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7724";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"30";"0";"3,33";"3,33"
"AAL - AMERICAN AIRLINES, INC.";"0930";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"3,23";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7663";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"30";"6,67";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7741";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"24";"4,17";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"0950";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7714";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBSL";"MARECHAL CUNHA MACHADO(MA, BRASIL)";"14";"0";"35,71";"14,29"
"AAL - AMERICAN AIRLINES, INC.";"7749";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"6";"0";"16,67";"16,67"
"AAL - AMERICAN AIRLINES, INC.";"7774";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"17";"0";"11,76";"0"
"AAL - AMERICAN AIRLINES, INC.";"7669";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"30";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7672";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"28";"0";"7,14";"3,57"
"AAL - AMERICAN AIRLINES, INC.";"7746";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"31";"0";"3,23";"3,23"
"AAL - AMERICAN AIRLINES, INC.";"7673";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"0958";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KMIA";"MIAMI INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"22,58";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7675";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"31";"0";"6,45";"0"
"AAL - AMERICAN AIRLINES, INC.";"0962";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KDFW";"DALLAS-FORT WORTH INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7679";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"30";"0";"3,33";"0"
"AAL - AMERICAN AIRLINES, INC.";"7700";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCG";"CAMPO GRANDE(MS, BRASIL)";"17";"0";"11,76";"5,88"
"AAL - AMERICAN AIRLINES, INC.";"7701";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7730";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"22,58";"9,68"
"AAL - AMERICAN AIRLINES, INC.";"7763";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"15";"3,45";"13,79";"0"
"AAL - AMERICAN AIRLINES, INC.";"7844";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"KJFK";"JOHN F. KENNEDY INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"31";"0";"25,81";"12,9"
"AAL - AMERICAN AIRLINES, INC.";"7761";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"31";"0";"3,23";"0"
"AAL - AMERICAN AIRLINES, INC.";"7658";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"31";"0";"16,13";"3,23"
"AAL - AMERICAN AIRLINES, INC.";"7657";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"16";"0";"9,68";"6,45"
"AAL - AMERICAN AIRLINES, INC.";"7711";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"11";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7743";"SBJP";"PRESIDENTE CASTRO PINTO(PB, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"23";"0";"26,09";"4,35"
"AAL - AMERICAN AIRLINES, INC.";"7667";"SBKP";"VIRACOPOS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"13";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7704";"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"8,33";"8,33"
"AAL - AMERICAN AIRLINES, INC.";"7766";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"3";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7726";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"8";"0";"12,5";"0"
"AAL - AMERICAN AIRLINES, INC.";"7712";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"30";"0";"6,67";"0"
"AAL - AMERICAN AIRLINES, INC.";"7714";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"14";"0";"14,29";"7,14"
"AAL - AMERICAN AIRLINES, INC.";"7756";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"1";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7762";"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"28";"0";"3,57";"3,57"
"AAL - AMERICAN AIRLINES, INC.";"7750";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"28";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7713";"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"0";"12,9";"0"
"AAL - AMERICAN AIRLINES, INC.";"7731";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"23";"0";"8,7";"8,7"
"AAL - AMERICAN AIRLINES, INC.";"7720";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"27";"3,7";"25,93";"11,11"
"AAL - AMERICAN AIRLINES, INC.";"7745";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7692";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"25";"0";"56";"12"
"AAL - AMERICAN AIRLINES, INC.";"7744";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"32,26";"16,13"
"AAL - AMERICAN AIRLINES, INC.";"7737";"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"4";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7682";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"26";"0";"26,92";"19,23"
"AAL - AMERICAN AIRLINES, INC.";"7736";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"12";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7699";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"29";"0";"17,24";"6,9"
"AAL - AMERICAN AIRLINES, INC.";"7780";"SBSP";"CONGONHAS(SP, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"25";"4";"32";"20"
"AAL - AMERICAN AIRLINES, INC.";"7683";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"26";"0";"15,38";"7,69"
"AAL - AMERICAN AIRLINES, INC.";"7734";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"18";"0";"44,44";"38,89"
"AAL - AMERICAN AIRLINES, INC.";"7777";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"9";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7686";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"11";"0";"18,18";"18,18"
"AAL - AMERICAN AIRLINES, INC.";"7774";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"5";"0";"20";"20"
"AAL - AMERICAN AIRLINES, INC.";"7687";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"27";"0";"7,41";"0"
"AAL - AMERICAN AIRLINES, INC.";"7694";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"2";"0";"0";"0"
"AAL - AMERICAN AIRLINES, INC.";"7759";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"20";"0";"10";"0"
"AAL - AMERICAN AIRLINES, INC.";"7680";"SBVT";"EURICO DE AGUIAR SALLES(ES, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"20";"5";"5";"0"
"AAL - AMERICAN AIRLINES, INC.";"7725";"SGAS";"SILVIO PETTIROSSI INTERNATIONAL AIRPORT(PARAGUAI)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"17";"0";"11,76";"5,88"
"AAL - AMERICAN AIRLINES, INC.";"7753";"SUMU";"CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT(URUGUAI)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"31";"0";"3,23";"3,23"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1416";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SIRI";"BARRA GRANDE(BA, BRASIL)";"5";"20";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1404";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"6";"0";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1408";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"3";"0";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1416";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SDLO";"FAZENDA PONTAL(BA, BRASIL)";"4";"25";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1403";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"6";"100";"0";"0"
"ABJ - ATA - AEROTÁXI ABAETÉ LTDA.";"1402";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"SNCL";"LORENZO(BA, BRASIL)";"6";"0";"0";"0"
